SIS;TOK;UIN;VOL;WET;KAT;XIN;Class;id
6.5;f;39.5;t;16;ddd;t;y;2278
0.5;t;41.17;t;3;ccc;t;y;2279
4.335;f;29.92;t;0;ddd;f;y;2280
0.0;f;23.17;f;0;ddd;f;y;2281
4.5;f;35.17;t;7;ddd;t;y;2282
0.75;f;19.17;t;7;ccc;t;y;2283
6.29;f;52.5;t;15;ddd;t;y;2284
0.04;f;39.92;t;1;ddd;t;y;2285
3.0;t;21.33;t;0;ddd;f;y;2286
0.75;f;35.75;t;4;ccc;t;y;2287
13.0;t;67.75;t;1;ddd;t;y;2288
5.25;t;32.67;t;0;ddd;f;y;2289
7.585;t;49.5;t;15;ddd;t;y;2290
1.085;t;21.0;t;8;ddd;t;y;2291
0.96;t;28.25;t;3;ddd;t;y;2292
1.54;t;34.17;t;1;ddd;t;y;2293
6.04;f;31.92;t;3;ddd;t;y;2294
0.54;f;29.5;t;4;ccc;t;y;2295
0.085;f;23.17;t;0;ddd;f;y;2296
10.0;t;18.08;f;0;ccc;f;y;2297
1.835;f;24.75;t;19;ccc;t;y;2298
0.04;f;20.83;t;0;ccc;f;y;2299
4.165;t;28.0;t;2;ddd;t;y;2300
2.25;f;20.42;t;1;ddd;t;y;2301
5.665;f;28.67;t;6;ddd;t;y;2302
0.04;t;21.92;t;1;ddd;t;y;2303
6.0;f;43.25;t;11;ddd;t;y;2304
1.625;f;20.42;t;3;ddd;t;y;2305
5.125;f;42.0;t;0;ddd;f;y;2306
1.5;t;23.42;t;2;ccc;t;y;2307
0.875;f;25.17;t;0;ccc;f;y;2308
2.25;f;24.83;t;6;ddd;t;y;2309
4.75;f;24.5;t;2;;t;y;2310
1.5;t;37.5;f;0;ddd;f;y;2311
1.5;t;36.75;f;0;ddd;f;y;2312
1.5;t;28.25;t;8;ddd;t;y;2313
5.5;t;32.75;t;3;ddd;t;y;2314
1.0;f;17.83;t;11;ccc;t;y;2315
2.29;t;22.83;t;7;ccc;t;y;2316
1.75;t;13.75;t;2;ddd;t;y;2317
0.125;t;41.0;t;23;ccc;t;y;2318
2.125;t;23.08;t;11;ddd;t;y;2319
1.71;f;20.17;t;0;ddd;f;y;2320
2.29;t;50.08;t;3;ccc;t;y;2321
4.25;t;27.0;t;3;ddd;t;y;2322
2.5;f;38.17;t;6;ddd;t;y;2323
0.375;t;27.0;t;0;ddd;f;y;2324
7.0;f;41.17;t;8;ddd;t;y;2325
0.0;t;65.17;t;11;ccc;t;y;2326
0.0;f;37.58;f;0;ddd;f;y;2327
2.375;t;23.25;t;3;ddd;t;y;2328
0.29;f;21.83;t;6;ddd;t;y;2329
1.75;t;26.0;t;0;ddd;f;y;2330
1.335;t;31.67;t;8;ddd;t;y;2331
8.5;t;49.83;t;0;ccc;f;y;2332
6.5;f;47.42;t;6;ccc;t;y;2333
0.0;f;51.33;t;11;ddd;t;y;2334
0.75;f;18.92;t;2;ccc;t;y;2335
0.835;f;28.42;t;0;ccc;f;y;2336
1.25;t;56.75;t;4;ddd;t;y;2337
10.0;f;58.42;t;13;ccc;t;y;2338
16.0;f;48.33;t;0;ddd;f;y;2339
0.75;t;33.17;t;7;ddd;t;y;2340
2.585;f;22.42;t;7;ccc;t;y;2341
0.085;f;18.83;t;0;ccc;f;y;2342
0.25;f;48.58;t;11;ddd;t;y;2343
1.25;f;26.75;t;0;ddd;f;y;2344
17.5;t;64.08;t;9;ddd;t;y;2345
1.665;t;20.17;t;3;ddd;t;y;2346
1.21;t;25.67;t;67;ddd;t;y;2347
1.335;f;22.67;t;0;ddd;f;y;2348
7.0;f;31.33;t;16;ddd;t;y;2349
28.5;f;56.42;t;40;ddd;t;y;2350
1.5;t;24.75;t;12;ccc;t;y;2351
1.25;f;24.08;t;1;ccc;t;y;2352
11.0;t;28.33;t;0;ddd;f;y;2353
5.0;f;26.92;t;2;ccc;t;y;2354
5.75;t;27.67;t;0;ddd;f;y;2355
0.085;t;38.67;t;0;ddd;f;y;2356
1.085;f;32.17;t;16;ccc;t;y;2357
5.5;t;32.67;t;12;ddd;t;y;2358
12.5;f;48.75;t;9;ddd;t;y;2359
2.25;t;21.0;t;1;ddd;t;y;2360
15.5;f;48.17;t;12;ddd;t;y;2361
10.0;t;39.33;t;14;ddd;t;y;2362
0.25;t;25.08;t;0;ccc;f;y;2363
0.25;t;23.25;t;0;ddd;f;y;2364
2.0;f;30.67;t;1;ccc;t;y;2365
0.0;t;19.17;f;0;ddd;f;y;2366
1.0;f;20.08;f;1;;t;y;2367
9.0;t;36.67;t;0;ddd;f;y;2368
0.46;f;23.17;t;1;ddd;t;y;2369
1.5;f;15.83;t;2;ccc;t;y;2370
1.75;t;16.08;t;5;ddd;t;y;2371
5.165;t;47.0;t;9;ccc;t;y;2372
0.0;f;71.58;f;0;ccc;f;y;2373
0.5;f;21.25;t;4;ccc;t;y;2374
20.0;t;65.42;t;7;ddd;t;y;2375
2.0;t;20.5;t;11;ddd;t;y;2376
5.0;f;55.92;t;5;ddd;t;y;2377
0.0;t;34.92;t;0;ddd;f;y;2378
15.0;t;56.58;t;17;ddd;t;y;2379
1.0;f;25.17;t;3;ddd;t;y;2380
1.665;t;25.08;t;1;ddd;t;y;2381
14.0;t;57.83;t;6;ddd;t;y;2382
7.5;t;34.92;t;6;ddd;t;y;2383
4.25;f;33.58;t;6;ddd;t;y;2384
0.04;f;22.92;t;0;ccc;f;y;2385
1.5;f;24.5;t;0;ccc;f;y;2386
0.0;f;20.25;t;0;ddd;f;y;2387
1.5;f;18.5;t;2;ddd;t;y;2388
0.625;f;25.17;t;7;ddd;t;y;2389
5.0;t;44.33;t;0;ddd;f;y;2390
0.5;f;18.08;t;0;ddd;f;y;2391
11.0;t;60.58;t;0;ccc;f;y;2392
3.5;f;41.5;f;0;ddd;f;y;2393
0.875;t;25.75;t;0;ccc;f;y;2394
5.04;t;29.25;t;5;ddd;t;y;2395
2.0;f;36.0;t;11;ccc;t;y;2396
3.0;f;31.67;t;9;ddd;t;y;2397
18.0;t;60.08;t;15;ddd;t;y;2398
2.0;f;22.33;t;1;ddd;t;y;2399
3.5;f;40.0;t;1;ddd;t;y;2400
1.625;t;35.17;t;1;ddd;t;y;2401
15.0;f;41.33;t;0;ddd;f;y;2402
0.335;t;20.75;t;1;ccc;t;y;2403
2.5;t;32.08;t;0;ddd;f;y;2404
5.0;t;;t;3;ddd;t;y;2405
1.875;f;23.92;t;6;ddd;t;y;2406
3.17;f;23.25;t;10;ccc;t;y;2407
0.415;t;46.67;t;11;ccc;t;y;2408
3.5;f;25.0;t;6;ccc;t;y;2409
0.25;f;25.5;t;3;ddd;t;y;2410
2.71;f;18.75;t;5;ccc;t;y;2411
8.5;t;23.5;t;5;ccc;t;y;2412
4.5;t;34.17;t;12;ddd;t;y;2413
3.75;t;27.83;t;5;ddd;t;y;2414
5.0;t;36.75;t;0;ccc;f;y;2415
2.75;f;47.25;t;1;ccc;t;y;2416
0.375;f;33.67;f;0;ccc;f;y;2417
14.0;t;45.0;t;1;ddd;t;y;2418
6.5;t;33.17;t;0;ddd;f;y;2419
1.04;t;25.0;t;0;ccc;f;y;2420
1.0;t;26.67;t;5;ddd;t;y;2421
0.125;t;48.5;t;0;ddd;f;y;2422
0.04;t;37.42;t;0;ddd;f;y;2423
0.21;f;18.0;f;0;ddd;f;y;2424
0.0;f;56.5;t;15;ccc;t;y;2425
1.46;t;25.75;t;5;ddd;t;y;2426
0.415;t;22.58;t;5;ccc;t;y;2427
2.04;t;33.17;t;1;ddd;t;y;2428
0.04;t;32.0;t;0;ddd;f;y;2429
1.75;f;40.83;t;0;ccc;f;y;2430
0.125;t;59.67;t;0;ddd;f;y;2431
3.165;t;42.5;t;0;ddd;f;y;2432
0.0;f;28.08;t;0;ccc;f;y;2433
0.125;t;37.75;t;0;ccc;f;y;2434
8.665;f;53.92;t;5;ddd;t;y;2435
15.0;f;47.67;t;20;ddd;t;y;2436
0.835;f;23.25;t;0;ddd;f;y;2437
2.585;f;22.67;t;0;ddd;f;y;2438
14.415;t;54.58;t;11;ddd;t;y;2439
7.415;t;34.25;t;0;ddd;f;y;2440
2.0;t;27.58;t;3;ddd;t;y;2441
0.0;f;46.0;t;0;ccc;f;y;2442
4.0;f;60.92;t;4;ccc;t;y;2443
13.875;t;47.42;t;2;ccc;t;y;2444
4.25;t;37.33;t;12;ddd;t;y;2445
0.0;f;25.58;f;0;ccc;f;y;2446
1.585;f;20.42;t;1;ccc;t;y;2447
7.375;t;44.17;t;3;ccc;t;y;2448
5.375;t;34.75;t;9;ddd;t;y;2449
2.5;f;20.5;t;0;ddd;f;y;2450
2.25;t;22.67;f;0;ddd;f;y;2451
2.165;t;22.08;f;0;ddd;f;y;2452
4.58;f;42.83;t;0;ddd;f;y;2453
1.0;t;18.92;t;4;ccc;t;y;2454
0.165;f;20.67;t;3;ccc;t;y;2455
0.04;f;32.33;t;0;ccc;f;y;2456
5.335;f;28.92;t;11;ddd;t;y;2457
5.5;f;52.83;t;14;ccc;t;y;2458
2.085;f;20.67;t;5;ccc;t;y;2459
2.5;f;36.25;t;6;ddd;t;y;2460
1.0;f;20.33;t;4;ccc;t;y;2461
0.25;f;25.75;t;0;ddd;f;y;2462
0.585;f;28.17;t;4;ccc;t;y;2463
0.165;f;23.92;f;0;ddd;f;y;2464
8.0;t;56.0;t;0;ddd;f;y;2465
0.71;t;20.75;t;2;ccc;t;y;2466
4.0;t;30.5;t;7;ccc;t;y;2467
5.0;t;45.83;t;7;ccc;t;y;2468
3.5;t;39.0;t;10;ddd;t;y;2469
0.665;f;22.08;t;0;ddd;f;y;2470
4.75;f;28.25;t;2;ddd;t;y;2471
3.0;f;18.83;t;0;ccc;f;y;2472
2.5;t;28.67;t;5;ccc;t;y;2473
2.46;f;22.5;f;0;ccc;f;y;2474
6.5;f;;t;0;ddd;f;y;2475
2.54;f;28.5;t;1;ccc;t;y;2476
1.5;f;19.17;t;0;ddd;f;y;2477
2.5;f;21.5;t;3;ccc;t;y;2478
0.0;t;17.5;f;0;ddd;f;y;2479
5.25;f;26.67;t;1;ddd;t;y;2480
3.25;f;34.42;t;2;ddd;t;y;2481
0.0;t;73.42;t;0;ddd;f;y;2482
0.5;t;23.0;t;2;ccc;t;y;2483
1.085;t;23.08;t;11;ddd;t;y;2484
1.46;f;19.42;t;7;ddd;t;y;2485
0.835;t;23.33;t;0;ddd;f;y;2486
12.75;t;42.17;t;0;ddd;f;y;2487
1.5;f;21.25;f;0;ddd;f;y;2488
0.085;t;34.17;f;0;ddd;f;y;2489
7.875;t;47.75;t;6;ccc;t;y;2490
2.5;f;44.33;t;0;ccc;f;y;2491
6.5;f;39.5;t;16;ddd;t;y;2492
0.5;t;41.17;t;3;ccc;t;y;2493
4.335;f;29.92;t;0;ddd;f;y;2494
0.0;f;23.17;f;0;ddd;f;y;2495
4.5;f;35.17;t;7;ddd;t;y;2496
0.75;f;19.17;t;7;ccc;t;y;2497
6.29;f;52.5;t;15;ddd;t;y;2498
0.04;f;39.92;t;1;ddd;t;y;2499
3.0;t;21.33;t;0;ddd;f;y;2500
0.75;f;35.75;t;4;ccc;t;y;2501
13.0;t;67.75;t;1;ddd;t;y;2502
5.25;t;32.67;t;0;ddd;f;y;2503
7.585;t;49.5;t;15;ddd;t;y;2504
1.085;t;21.0;t;8;ddd;t;y;2505
0.96;t;28.25;t;3;ddd;t;y;2506
1.54;t;34.17;t;1;ddd;t;y;2507
6.04;f;31.92;t;3;ddd;t;y;2508
0.54;f;29.5;t;4;ccc;t;y;2509
0.085;f;23.17;t;0;ddd;f;y;2510
10.0;t;18.08;f;0;ccc;f;y;2511
1.835;f;24.75;t;19;ccc;t;y;2512
0.04;f;20.83;t;0;ccc;f;y;2513
4.165;t;28.0;t;2;ddd;t;y;2514
2.25;f;20.42;t;1;ddd;t;y;2515
5.665;f;28.67;t;6;ddd;t;y;2516
0.04;t;21.92;t;1;ddd;t;y;2517
6.0;f;43.25;t;11;ddd;t;y;2518
1.625;f;20.42;t;3;ddd;t;y;2519
5.125;f;42.0;t;0;ddd;f;y;2520
1.5;t;23.42;t;2;ccc;t;y;2521
0.875;f;25.17;t;0;ccc;f;y;2522
2.25;f;24.83;t;6;ddd;t;y;2523
4.75;f;24.5;t;2;;t;y;2524
1.5;t;37.5;f;0;ddd;f;y;2525
1.5;t;36.75;f;0;ddd;f;y;2526
1.5;t;28.25;t;8;ddd;t;y;2527
5.5;t;32.75;t;3;ddd;t;y;2528
1.0;f;17.83;t;11;ccc;t;y;2529
2.29;t;22.83;t;7;ccc;t;y;2530
1.75;t;13.75;t;2;ddd;t;y;2531
0.125;t;41.0;t;23;ccc;t;y;2532
2.125;t;23.08;t;11;ddd;t;y;2533
1.71;f;20.17;t;0;ddd;f;y;2534
2.29;t;50.08;t;3;ccc;t;y;2535
4.25;t;27.0;t;3;ddd;t;y;2536
2.5;f;38.17;t;6;ddd;t;y;2537
0.375;t;27.0;t;0;ddd;f;y;2538
7.0;f;41.17;t;8;ddd;t;y;2539
0.0;t;65.17;t;11;ccc;t;y;2540
0.0;f;37.58;f;0;ddd;f;y;2541
2.375;t;23.25;t;3;ddd;t;y;2542
0.29;f;21.83;t;6;ddd;t;y;2543
1.75;t;26.0;t;0;ddd;f;y;2544
1.335;t;31.67;t;8;ddd;t;y;2545
8.5;t;49.83;t;0;ccc;f;y;2546
6.5;f;47.42;t;6;ccc;t;y;2547
0.0;f;51.33;t;11;ddd;t;y;2548
0.75;f;18.92;t;2;ccc;t;y;2549
0.835;f;28.42;t;0;ccc;f;y;2550
1.25;t;56.75;t;4;ddd;t;y;2551
10.0;f;58.42;t;13;ccc;t;y;2552
16.0;f;48.33;t;0;ddd;f;y;2553
0.75;t;33.17;t;7;ddd;t;y;2554
2.585;f;22.42;t;7;ccc;t;y;2555
0.085;f;18.83;t;0;ccc;f;y;2556
0.25;f;48.58;t;11;ddd;t;y;2557
1.25;f;26.75;t;0;ddd;f;y;2558
17.5;t;64.08;t;9;ddd;t;y;2559
1.665;t;20.17;t;3;ddd;t;y;2560
1.21;t;25.67;t;67;ddd;t;y;2561
1.335;f;22.67;t;0;ddd;f;y;2562
7.0;f;31.33;t;16;ddd;t;y;2563
28.5;f;56.42;t;40;ddd;t;y;2564
1.5;t;24.75;t;12;ccc;t;y;2565
1.25;f;24.08;t;1;ccc;t;y;2566
11.0;t;28.33;t;0;ddd;f;y;2567
5.0;f;26.92;t;2;ccc;t;y;2568
5.75;t;27.67;t;0;ddd;f;y;2569
0.085;t;38.67;t;0;ddd;f;y;2570
1.085;f;32.17;t;16;ccc;t;y;2571
5.5;t;32.67;t;12;ddd;t;y;2572
12.5;f;48.75;t;9;ddd;t;y;2573
2.25;t;21.0;t;1;ddd;t;y;2574
15.5;f;48.17;t;12;ddd;t;y;2575
10.0;t;39.33;t;14;ddd;t;y;2576
0.25;t;25.08;t;0;ccc;f;y;2577
0.25;t;23.25;t;0;ddd;f;y;2578
2.0;f;30.67;t;1;ccc;t;y;2579
0.0;t;19.17;f;0;ddd;f;y;2580
1.0;f;20.08;f;1;;t;y;2581
9.0;t;36.67;t;0;ddd;f;y;2582
0.46;f;23.17;t;1;ddd;t;y;2583
1.5;f;15.83;t;2;ccc;t;y;2584
1.75;t;16.08;t;5;ddd;t;y;2585
5.165;t;47.0;t;9;ccc;t;y;2586
0.0;f;71.58;f;0;ccc;f;y;2587
0.5;f;21.25;t;4;ccc;t;y;2588
20.0;t;65.42;t;7;ddd;t;y;2589
2.0;t;20.5;t;11;ddd;t;y;2590
5.0;f;55.92;t;5;ddd;t;y;2591
0.0;t;34.92;t;0;ddd;f;y;2592
15.0;t;56.58;t;17;ddd;t;y;2593
1.0;f;25.17;t;3;ddd;t;y;2594
1.665;t;25.08;t;1;ddd;t;y;2595
14.0;t;57.83;t;6;ddd;t;y;2596
7.5;t;34.92;t;6;ddd;t;y;2597
4.25;f;33.58;t;6;ddd;t;y;2598
0.04;f;22.92;t;0;ccc;f;y;2599
1.5;f;24.5;t;0;ccc;f;y;2600
0.0;f;20.25;t;0;ddd;f;y;2601
1.5;f;18.5;t;2;ddd;t;y;2602
0.625;f;25.17;t;7;ddd;t;y;2603
5.0;t;44.33;t;0;ddd;f;y;2604
0.5;f;18.08;t;0;ddd;f;y;2605
11.0;t;60.58;t;0;ccc;f;y;2606
3.5;f;41.5;f;0;ddd;f;y;2607
0.875;t;25.75;t;0;ccc;f;y;2608
5.04;t;29.25;t;5;ddd;t;y;2609
2.0;f;36.0;t;11;ccc;t;y;2610
3.0;f;31.67;t;9;ddd;t;y;2611
18.0;t;60.08;t;15;ddd;t;y;2612
2.0;f;22.33;t;1;ddd;t;y;2613
3.5;f;40.0;t;1;ddd;t;y;2614
1.625;t;35.17;t;1;ddd;t;y;2615
15.0;f;41.33;t;0;ddd;f;y;2616
0.335;t;20.75;t;1;ccc;t;y;2617
2.5;t;32.08;t;0;ddd;f;y;2618
5.0;t;;t;3;ddd;t;y;2619
1.875;f;23.92;t;6;ddd;t;y;2620
3.17;f;23.25;t;10;ccc;t;y;2621
0.415;t;46.67;t;11;ccc;t;y;2622
3.5;f;25.0;t;6;ccc;t;y;2623
0.25;f;25.5;t;3;ddd;t;y;2624
2.71;f;18.75;t;5;ccc;t;y;2625
8.5;t;23.5;t;5;ccc;t;y;2626
4.5;t;34.17;t;12;ddd;t;y;2627
3.75;t;27.83;t;5;ddd;t;y;2628
5.0;t;36.75;t;0;ccc;f;y;2629
2.75;f;47.25;t;1;ccc;t;y;2630
0.375;f;33.67;f;0;ccc;f;y;2631
14.0;t;45.0;t;1;ddd;t;y;2632
6.5;t;33.17;t;0;ddd;f;y;2633
1.04;t;25.0;t;0;ccc;f;y;2634
1.0;t;26.67;t;5;ddd;t;y;2635
0.125;t;48.5;t;0;ddd;f;y;2636
0.04;t;37.42;t;0;ddd;f;y;2637
0.21;f;18.0;f;0;ddd;f;y;2638
0.0;f;56.5;t;15;ccc;t;y;2639
1.46;t;25.75;t;5;ddd;t;y;2640
0.415;t;22.58;t;5;ccc;t;y;2641
2.04;t;33.17;t;1;ddd;t;y;2642
0.04;t;32.0;t;0;ddd;f;y;2643
1.75;f;40.83;t;0;ccc;f;y;2644
0.125;t;59.67;t;0;ddd;f;y;2645
3.165;t;42.5;t;0;ddd;f;y;2646
0.0;f;28.08;t;0;ccc;f;y;2647
0.125;t;37.75;t;0;ccc;f;y;2648
8.665;f;53.92;t;5;ddd;t;y;2649
15.0;f;47.67;t;20;ddd;t;y;2650
0.835;f;23.25;t;0;ddd;f;y;2651
2.585;f;22.67;t;0;ddd;f;y;2652
14.415;t;54.58;t;11;ddd;t;y;2653
7.415;t;34.25;t;0;ddd;f;y;2654
2.0;t;27.58;t;3;ddd;t;y;2655
0.0;f;46.0;t;0;ccc;f;y;2656
4.0;f;60.92;t;4;ccc;t;y;2657
13.875;t;47.42;t;2;ccc;t;y;2658
4.25;t;37.33;t;12;ddd;t;y;2659
0.0;f;25.58;f;0;ccc;f;y;2660
1.585;f;20.42;t;1;ccc;t;y;2661
7.375;t;44.17;t;3;ccc;t;y;2662
5.375;t;34.75;t;9;ddd;t;y;2663
2.5;f;20.5;t;0;ddd;f;y;2664
2.25;t;22.67;f;0;ddd;f;y;2665
2.165;t;22.08;f;0;ddd;f;y;2666
4.58;f;42.83;t;0;ddd;f;y;2667
1.0;t;18.92;t;4;ccc;t;y;2668
0.165;f;20.67;t;3;ccc;t;y;2669
0.04;f;32.33;t;0;ccc;f;y;2670
5.335;f;28.92;t;11;ddd;t;y;2671
5.5;f;52.83;t;14;ccc;t;y;2672
2.085;f;20.67;t;5;ccc;t;y;2673
2.5;f;36.25;t;6;ddd;t;y;2674
1.0;f;20.33;t;4;ccc;t;y;2675
0.25;f;25.75;t;0;ddd;f;y;2676
0.585;f;28.17;t;4;ccc;t;y;2677
0.165;f;23.92;f;0;ddd;f;y;2678
8.0;t;56.0;t;0;ddd;f;y;2679
0.71;t;20.75;t;2;ccc;t;y;2680
4.0;t;30.5;t;7;ccc;t;y;2681
5.0;t;45.83;t;7;ccc;t;y;2682
3.5;t;39.0;t;10;ddd;t;y;2683
0.665;f;22.08;t;0;ddd;f;y;2684
4.75;f;28.25;t;2;ddd;t;y;2685
3.0;f;18.83;t;0;ccc;f;y;2686
2.5;t;28.67;t;5;ccc;t;y;2687
2.46;f;22.5;f;0;ccc;f;y;2688
6.5;f;;t;0;ddd;f;y;2689
2.54;f;28.5;t;1;ccc;t;y;2690
1.5;f;19.17;t;0;ddd;f;y;2691
2.5;f;21.5;t;3;ccc;t;y;2692
0.0;t;17.5;f;0;ddd;f;y;2693
5.25;f;26.67;t;1;ddd;t;y;2694
3.25;f;34.42;t;2;ddd;t;y;2695
0.0;t;73.42;t;0;ddd;f;y;2696
0.5;t;23.0;t;2;ccc;t;y;2697
1.085;t;23.08;t;11;ddd;t;y;2698
1.46;f;19.42;t;7;ddd;t;y;2699
0.835;t;23.33;t;0;ddd;f;y;2700
12.75;t;42.17;t;0;ddd;f;y;2701
1.5;f;21.25;f;0;ddd;f;y;2702
0.085;t;34.17;f;0;ddd;f;y;2703
7.875;t;47.75;t;6;ccc;t;y;2704
2.5;f;44.33;t;0;ccc;f;y;2705
6.5;f;39.5;t;16;ddd;t;y;2706
0.5;t;41.17;t;3;ccc;t;y;2707
4.335;f;29.92;t;0;ddd;f;y;2708
0.0;f;23.17;f;0;ddd;f;y;2709
4.5;f;35.17;t;7;ddd;t;y;2710
0.75;f;19.17;t;7;ccc;t;y;2711
6.29;f;52.5;t;15;ddd;t;y;2712
0.04;f;39.92;t;1;ddd;t;y;2713
3.0;t;21.33;t;0;ddd;f;y;2714
0.75;f;35.75;t;4;ccc;t;y;2715
13.0;t;67.75;t;1;ddd;t;y;2716
5.25;t;32.67;t;0;ddd;f;y;2717
7.585;t;49.5;t;15;ddd;t;y;2718
1.085;t;21.0;t;8;ddd;t;y;2719
0.96;t;28.25;t;3;ddd;t;y;2720
1.54;t;34.17;t;1;ddd;t;y;2721
6.04;f;31.92;t;3;ddd;t;y;2722
0.54;f;29.5;t;4;ccc;t;y;2723
0.085;f;23.17;t;0;ddd;f;y;2724
10.0;t;18.08;f;0;ccc;f;y;2725
1.835;f;24.75;t;19;ccc;t;y;2726
0.04;f;20.83;t;0;ccc;f;y;2727
4.165;t;28.0;t;2;ddd;t;y;2728
2.25;f;20.42;t;1;ddd;t;y;2729
5.665;f;28.67;t;6;ddd;t;y;2730
0.04;t;21.92;t;1;ddd;t;y;2731
6.0;f;43.25;t;11;ddd;t;y;2732
1.625;f;20.42;t;3;ddd;t;y;2733
5.125;f;42.0;t;0;ddd;f;y;2734
1.5;t;23.42;t;2;ccc;t;y;2735
0.875;f;25.17;t;0;ccc;f;y;2736
2.25;f;24.83;t;6;ddd;t;y;2737
4.75;f;24.5;t;2;;t;y;2738
1.5;t;37.5;f;0;ddd;f;y;2739
1.5;t;36.75;f;0;ddd;f;y;2740
1.5;t;28.25;t;8;ddd;t;y;2741
5.5;t;32.75;t;3;ddd;t;y;2742
1.0;f;17.83;t;11;ccc;t;y;2743
2.29;t;22.83;t;7;ccc;t;y;2744
1.75;t;13.75;t;2;ddd;t;y;2745
0.125;t;41.0;t;23;ccc;t;y;2746
2.125;t;23.08;t;11;ddd;t;y;2747
1.71;f;20.17;t;0;ddd;f;y;2748
2.29;t;50.08;t;3;ccc;t;y;2749
4.25;t;27.0;t;3;ddd;t;y;2750
2.5;f;38.17;t;6;ddd;t;y;2751
0.375;t;27.0;t;0;ddd;f;y;2752
7.0;f;41.17;t;8;ddd;t;y;2753
0.0;t;65.17;t;11;ccc;t;y;2754
0.0;f;37.58;f;0;ddd;f;y;2755
2.375;t;23.25;t;3;ddd;t;y;2756
0.29;f;21.83;t;6;ddd;t;y;2757
1.75;t;26.0;t;0;ddd;f;y;2758
1.335;t;31.67;t;8;ddd;t;y;2759
8.5;t;49.83;t;0;ccc;f;y;2760
6.5;f;47.42;t;6;ccc;t;y;2761
0.0;f;51.33;t;11;ddd;t;y;2762
0.75;f;18.92;t;2;ccc;t;y;2763
0.835;f;28.42;t;0;ccc;f;y;2764
1.25;t;56.75;t;4;ddd;t;y;2765
10.0;f;58.42;t;13;ccc;t;y;2766
16.0;f;48.33;t;0;ddd;f;y;2767
0.75;t;33.17;t;7;ddd;t;y;2768
2.585;f;22.42;t;7;ccc;t;y;2769
0.085;f;18.83;t;0;ccc;f;y;2770
0.25;f;48.58;t;11;ddd;t;y;2771
1.25;f;26.75;t;0;ddd;f;y;2772
17.5;t;64.08;t;9;ddd;t;y;2773
1.665;t;20.17;t;3;ddd;t;y;2774
1.21;t;25.67;t;67;ddd;t;y;2775
1.335;f;22.67;t;0;ddd;f;y;2776
7.0;f;31.33;t;16;ddd;t;y;2777
28.5;f;56.42;t;40;ddd;t;y;2778
1.5;t;24.75;t;12;ccc;t;y;2779
1.25;f;24.08;t;1;ccc;t;y;2780
11.0;t;28.33;t;0;ddd;f;y;2781
5.0;f;26.92;t;2;ccc;t;y;2782
5.75;t;27.67;t;0;ddd;f;y;2783
0.085;t;38.67;t;0;ddd;f;y;2784
1.085;f;32.17;t;16;ccc;t;y;2785
5.5;t;32.67;t;12;ddd;t;y;2786
12.5;f;48.75;t;9;ddd;t;y;2787
2.25;t;21.0;t;1;ddd;t;y;2788
15.5;f;48.17;t;12;ddd;t;y;2789
10.0;t;39.33;t;14;ddd;t;y;2790
0.25;t;25.08;t;0;ccc;f;y;2791
0.25;t;23.25;t;0;ddd;f;y;2792
2.0;f;30.67;t;1;ccc;t;y;2793
0.0;t;19.17;f;0;ddd;f;y;2794
1.0;f;20.08;f;1;;t;y;2795
9.0;t;36.67;t;0;ddd;f;y;2796
0.46;f;23.17;t;1;ddd;t;y;2797
1.5;f;15.83;t;2;ccc;t;y;2798
1.75;t;16.08;t;5;ddd;t;y;2799
5.165;t;47.0;t;9;ccc;t;y;2800
0.0;f;71.58;f;0;ccc;f;y;2801
0.5;f;21.25;t;4;ccc;t;y;2802
20.0;t;65.42;t;7;ddd;t;y;2803
2.0;t;20.5;t;11;ddd;t;y;2804
5.0;f;55.92;t;5;ddd;t;y;2805
0.0;t;34.92;t;0;ddd;f;y;2806
15.0;t;56.58;t;17;ddd;t;y;2807
1.0;f;25.17;t;3;ddd;t;y;2808
1.665;t;25.08;t;1;ddd;t;y;2809
14.0;t;57.83;t;6;ddd;t;y;2810
7.5;t;34.92;t;6;ddd;t;y;2811
4.25;f;33.58;t;6;ddd;t;y;2812
0.04;f;22.92;t;0;ccc;f;y;2813
1.5;f;24.5;t;0;ccc;f;y;2814
0.0;f;20.25;t;0;ddd;f;y;2815
1.5;f;18.5;t;2;ddd;t;y;2816
0.625;f;25.17;t;7;ddd;t;y;2817
5.0;t;44.33;t;0;ddd;f;y;2818
0.5;f;18.08;t;0;ddd;f;y;2819
11.0;t;60.58;t;0;ccc;f;y;2820
3.5;f;41.5;f;0;ddd;f;y;2821
0.875;t;25.75;t;0;ccc;f;y;2822
5.04;t;29.25;t;5;ddd;t;y;2823
2.0;f;36.0;t;11;ccc;t;y;2824
3.0;f;31.67;t;9;ddd;t;y;2825
18.0;t;60.08;t;15;ddd;t;y;2826
2.0;f;22.33;t;1;ddd;t;y;2827
3.5;f;40.0;t;1;ddd;t;y;2828
1.625;t;35.17;t;1;ddd;t;y;2829
15.0;f;41.33;t;0;ddd;f;y;2830
0.335;t;20.75;t;1;ccc;t;y;2831
2.5;t;32.08;t;0;ddd;f;y;2832
5.0;t;;t;3;ddd;t;y;2833
1.875;f;23.92;t;6;ddd;t;y;2834
3.17;f;23.25;t;10;ccc;t;y;2835
0.415;t;46.67;t;11;ccc;t;y;2836
3.5;f;25.0;t;6;ccc;t;y;2837
